episode,goal_angle,cumulative_reward,success,episode_length,final_absolute_error,epsilon,mean_loss,optimization_steps,replay_buffer_size,elapsed_seconds
287,0.68439156,11.75574391,1,22,0.01680961,0.23845207,0.12552471,11811,12310,88.9044
288,-0.41876949,15.25371090,1,27,0.00544180,0.23725981,0.13933802,11838,12337,89.1074
289,0.77451348,10.97929094,1,24,0.00746943,0.23607351,0.10537426,11862,12361,89.2714
290,-0.25601737,17.58918468,1,26,0.00229154,0.23489314,0.12970553,11888,12387,89.4445
291,-0.59183789,11.71336643,1,25,0.02500426,0.23371868,0.12311480,11913,12412,89.6102
292,0.67040292,12.53474175,1,21,0.01884444,0.23255008,0.11707283,11934,12433,89.7568
293,-0.08757687,17.23087240,1,14,0.00980278,0.23138733,0.11377190,11948,12447,89.8442
294,-0.27573874,16.41428070,1,14,0.00800270,0.23023039,0.15732242,11962,12461,89.9486
295,0.71118607,11.53874325,1,22,0.00776039,0.22907924,0.12029775,11984,12483,90.0706
296,-0.75401973,10.18105913,1,25,0.00299105,0.22793385,0.13723693,12009,12508,90.2491
297,0.40290645,16.42303770,1,27,0.00460863,0.22679418,0.13267141,12036,12535,90.4046
298,-0.33190022,13.28677654,1,23,0.00402623,0.22566021,0.13245667,12059,12558,90.5610
299,0.52541798,13.56855450,1,22,0.01116180,0.22453191,0.12142504,12081,12580,90.7373
300,0.17711574,18.81078700,1,19,0.00499715,0.22340925,0.12737576,12100,12599,90.9079
301,0.15860218,17.24197572,1,12,0.00534550,0.22229220,0.12192992,12112,12611,91.0370
302,0.45931096,13.25953311,1,23,0.00301831,0.22118074,0.14688215,12135,12634,91.2665
303,0.31811612,19.75495685,1,33,0.00746056,0.22007484,0.13249511,12168,12667,91.5651
304,0.23807159,17.99210484,1,22,0.00091714,0.21897446,0.11066733,12190,12689,91.7671
305,-0.42014549,14.00226881,1,22,0.00064150,0.21787959,0.12275734,12212,12711,91.9480
306,-0.35123521,15.87662138,1,17,0.01235879,0.21679019,0.12386221,12229,12728,92.0922
307,-0.46046545,14.42329940,1,20,0.00546082,0.21570624,0.12142561,12249,12748,92.2580
308,-0.22663800,16.50200024,1,16,0.00111300,0.21462771,0.13811864,12265,12764,92.4076
309,0.63516971,12.87455761,1,21,0.01133116,0.21355457,0.11605062,12286,12785,92.5881
310,0.23336023,16.73760815,1,14,0.00877539,0.21248680,0.17112786,12300,12799,92.7239
311,-0.35225736,14.77026233,1,20,0.01464720,0.21142436,0.13195755,12320,12819,92.9359
312,0.46160826,15.04710504,1,18,0.00790685,0.21036724,0.10230478,12338,12837,93.1566
313,0.19153406,16.93547835,1,14,0.00779124,0.20931541,0.08983455,12352,12851,93.3245
314,-0.46445710,14.50450019,1,19,0.00258104,0.20826883,0.11668829,12371,12870,93.4733
315,-0.35356866,15.80183362,1,17,0.00506128,0.20722748,0.14285845,12388,12887,93.6020
316,-0.35051783,15.88941175,1,16,0.00283091,0.20619135,0.12923783,12404,12903,93.7586
317,0.17131096,16.89127345,1,14,0.03954731,0.20516039,0.18186176,12418,12917,93.9156
318,-0.08806929,17.64427538,1,10,0.00130793,0.20413459,0.15691082,12428,12927,94.0295
319,0.68125332,19.03820572,1,30,0.00961892,0.20311391,0.14188158,12458,12957,94.3078
320,-0.18941250,16.96658146,1,14,0.00206621,0.20209835,0.11632368,12472,12971,94.4377
321,-0.57455756,13.64316747,1,20,0.00591466,0.20108785,0.15822989,12492,12991,94.6017
322,0.72088961,11.18166207,1,23,0.00217919,0.20008241,0.16565114,12515,13014,94.7909
323,-0.71256735,10.00776089,1,25,0.00735903,0.19908200,0.13759459,12540,13039,94.9971
324,0.41465174,14.50919706,1,20,0.00374934,0.19808659,0.14419681,12560,13059,95.1999
325,-0.57071300,13.73995292,1,20,0.00068036,0.19709616,0.13215175,12580,13079,95.3952
326,-0.20184103,16.98350318,1,13,0.00995574,0.19611068,0.11229785,12593,13092,95.5540
327,-0.27982814,15.98408777,1,18,0.00030005,0.19513013,0.17662731,12611,13110,95.7707
328,0.47718334,14.85273850,1,18,0.00095643,0.19415447,0.11974223,12629,13128,95.9298
329,0.52896968,16.85499475,1,23,0.00673530,0.19318370,0.11769785,12652,13151,96.1478
330,-0.27735178,15.39210547,1,18,0.00702612,0.19221778,0.13818421,12670,13169,96.3081
331,0.32119420,15.81736148,1,18,0.00803434,0.19125669,0.14246406,12688,13187,96.4620
332,0.70561005,9.65188075,1,27,0.00239344,0.19030041,0.11560159,12715,13214,96.6843
333,-0.60693358,13.10888856,1,21,0.00655056,0.18934891,0.13497493,12736,13235,96.8532
334,0.68804652,11.65091373,1,23,0.00053922,0.18840216,0.13254640,12759,13258,97.1405
335,-0.04213009,17.66553020,1,8,0.00404149,0.18746015,0.06464678,12767,13266,97.2449
336,-0.29517209,15.88658755,1,17,0.00747305,0.18652285,0.15244679,12784,13283,97.5041
337,0.10300160,17.54631741,1,11,0.01307623,0.18559024,0.16208335,12795,13294,97.6464
338,0.18897006,16.50288462,1,16,0.00556625,0.18466229,0.12623789,12811,13310,97.8609
339,-0.45197876,14.74168765,1,19,0.01785692,0.18373898,0.16911652,12830,13329,98.2179
340,0.49219010,14.05640144,1,20,0.01489058,0.18282028,0.16904860,12850,13349,98.5140
341,-0.37383454,17.51859345,1,25,0.01219221,0.18190618,0.15128584,12875,13374,98.8637
342,-0.73780666,10.03165120,1,25,0.00087132,0.18099665,0.14007611,12900,13399,99.2250
343,-0.08037565,17.43207961,1,10,0.00593950,0.18009167,0.11409757,12910,13409,99.3127
344,-0.28286715,16.30505528,1,15,0.01160450,0.17919121,0.12725094,12925,13424,99.4339
345,-0.42789325,14.67286482,1,19,0.00620060,0.17829525,0.15862441,12944,13443,99.6746
346,-0.23182093,16.70889370,1,14,0.00071311,0.17740378,0.13402885,12958,13457,99.8053
347,-0.49228599,18.16007741,1,23,0.00318495,0.17651676,0.12395855,12981,13480,100.0294
348,-0.78449309,9.80101971,1,25,0.00007806,0.17563417,0.13493050,13006,13505,100.2814
349,0.21513109,16.85537852,1,15,0.00619002,0.17475600,0.15647433,13021,13520,100.3987
350,-0.79212171,8.43519400,1,27,0.00956079,0.17388222,0.13706912,13048,13547,100.6211
351,-0.39741165,15.38097345,1,19,0.00395175,0.17301281,0.13793927,13067,13566,100.7951
352,-0.19132241,17.02017692,1,14,0.00748556,0.17214775,0.11381513,13081,13580,100.9195
353,0.47150749,14.86711603,1,19,0.00409675,0.17128701,0.12082147,13100,13599,101.1411
354,-0.68392929,9.56768916,1,28,0.00290328,0.17043057,0.13625965,13128,13627,101.4238
355,-0.18827862,17.08813694,1,13,0.00435775,0.16957842,0.12493422,13141,13640,101.5438
356,-0.11389543,17.36565713,1,11,0.00562616,0.16873053,0.12600041,13152,13651,101.6840
357,0.48922166,13.28220872,1,22,0.01079783,0.16788688,0.15990538,13174,13673,101.8382
358,0.29009765,16.40407820,1,16,0.02335878,0.16704744,0.19594521,13190,13689,101.9801
359,-0.48144190,14.04275409,1,22,0.00217187,0.16621220,0.15174367,13212,13711,102.1808
360,0.30940944,16.15517269,1,17,0.00421949,0.16538114,0.11504121,13229,13728,102.3814
361,-0.37631681,15.62142342,1,17,0.00126970,0.16455424,0.17235938,13246,13745,102.5662
362,-0.51582836,13.59375224,1,20,0.00568217,0.16373147,0.14351641,13266,13765,102.7172
363,-0.31535300,15.66650564,1,18,0.00023466,0.16291281,0.12240113,13284,13783,102.8678
364,0.62023487,11.02778999,1,24,0.00429159,0.16209824,0.12860208,13308,13807,103.0937
365,-0.68243710,15.61891970,1,30,0.00653800,0.16128775,0.12042617,13338,13837,103.3101
366,-0.54411899,13.71789791,1,20,0.00490295,0.16048131,0.12769208,13358,13857,103.5059
367,0.15844330,16.72517621,1,15,0.03129165,0.15967891,0.16073434,13373,13872,103.6380
368,-0.30359792,15.92035361,1,17,0.00975409,0.15888051,0.17151292,13390,13889,103.8035
369,-0.07026616,17.53585145,1,10,0.00010001,0.15808611,0.10444338,13400,13899,103.8932
370,-0.61262979,12.71767850,1,21,0.02299093,0.15729568,0.15837436,13421,13920,104.0948
371,0.32249646,16.04035455,1,16,0.00481332,0.15650920,0.14477141,13437,13936,104.2372
372,-0.72604724,11.63306557,1,23,0.01248415,0.15572666,0.13993448,13460,13959,104.4107
373,-0.08826435,17.51945399,1,10,0.00776566,0.15494802,0.13050826,13470,13969,104.5004
374,0.43093151,15.03072638,1,18,0.00007781,0.15417328,0.13265526,13488,13987,104.6567
375,-0.79641850,9.94958197,1,32,0.00610309,0.15340242,0.13889744,13520,14019,104.9261
376,0.72449439,9.98339600,1,25,0.00409668,0.15263540,0.12391408,13545,14044,105.1252
377,-0.28923658,15.86550727,1,17,0.00552549,0.15187223,0.17110855,13562,14061,105.2965
378,0.76046317,10.85346593,1,24,0.00899414,0.15111287,0.15750657,13586,14085,105.5647
379,0.44388281,14.54267893,1,20,0.01746498,0.15035730,0.14298991,13606,14105,105.9081
380,-0.50838526,14.97873821,1,25,0.00502162,0.14960551,0.12402954,13631,14130,106.2322
381,0.19018300,16.57888453,1,16,0.00322132,0.14885749,0.13611209,13647,14146,106.4364
382,0.15872367,17.07622927,1,14,0.00380028,0.14811320,0.14353233,13661,14160,106.5572
383,0.39109948,15.31821402,1,19,0.00188202,0.14737263,0.15113513,13680,14179,106.7110
384,-0.65792717,11.59004044,1,22,0.00310230,0.14663577,0.15526992,13702,14201,106.9333
385,0.06543099,17.62515157,1,10,0.01031625,0.14590259,0.16677882,13712,14211,107.0552
386,0.07390867,17.74707454,1,10,0.00340511,0.14517308,0.12701561,13722,14221,107.1435
387,0.22118462,16.64186155,1,15,0.00535672,0.14444721,0.12548834,13737,14236,107.2705
388,0.08327243,17.44624066,1,10,0.00791010,0.14372498,0.16738604,13747,14246,107.3594
389,0.39701568,15.69754589,1,17,0.00112475,0.14300635,0.12014567,13764,14263,107.4973
390,-0.70743870,9.46475865,1,28,0.00830052,0.14229132,0.13863779,13792,14291,107.7321
391,0.25330065,16.52283754,1,14,0.01346421,0.14157986,0.16524005,13806,14305,107.8394
392,-0.20838012,16.99237186,1,13,0.00851819,0.14087196,0.13658263,13819,14318,107.9435
393,-0.42793037,14.54947653,1,19,0.01575109,0.14016760,0.12644101,13838,14337,108.1399
394,0.42162193,14.88833300,1,18,0.00262484,0.13946677,0.19077782,13856,14355,108.2875
395,-0.39092030,15.66015325,1,17,0.00221382,0.13876943,0.14962072,13873,14372,108.4094
396,-0.40374163,15.16546540,1,19,0.00374260,0.13807559,0.18524440,13892,14391,108.5722
397,0.57449340,12.38060599,1,22,0.00099968,0.13738521,0.14778947,13914,14413,108.7253
398,0.75479163,11.25081103,1,24,0.02736213,0.13669828,0.15823471,13938,14437,108.9489
399,0.76182962,9.18186001,1,27,0.00598419,0.13601479,0.13305126,13965,14464,109.2037
400,-0.47189783,14.21090776,1,19,0.01806700,0.13533472,0.16173905,13984,14483,109.3485
401,-0.11358587,16.97392469,1,14,0.01313395,0.13465804,0.17232645,13998,14497,109.4547
402,-0.69546570,11.62886536,1,23,0.00040770,0.13398475,0.12511299,14021,14520,109.6773
403,0.51880655,14.19222992,1,19,0.02444085,0.13331483,0.13014069,14040,14539,109.8853
404,0.04061811,17.71062502,1,8,0.00226768,0.13264825,0.12334013,14048,14547,109.9720
405,0.36779957,15.07093429,1,19,0.01154012,0.13198501,0.12809984,14067,14566,110.1365
406,0.22269723,17.02275404,1,14,0.00792634,0.13132509,0.14338975,14081,14580,110.3932
407,-0.74815079,11.53499643,1,22,0.00160291,0.13066846,0.15824504,14103,14602,110.6453
408,0.62264884,13.10799481,1,21,0.00299108,0.13001512,0.13231956,14124,14623,110.8739
409,-0.01222444,17.69014210,1,8,0.00162347,0.12936505,0.14639185,14132,14631,110.9456
410,-0.15738460,17.24391634,1,12,0.00762979,0.12871822,0.17397302,14144,14643,111.0557
411,0.73539497,11.48452443,1,23,0.00146929,0.12807463,0.13881342,14167,14666,111.2811
412,-0.50367518,12.91803150,1,22,0.00046368,0.12743426,0.10221562,14189,14688,111.5379
413,-0.61935770,12.28146686,1,23,0.00075019,0.12679708,0.19020972,14212,14711,111.7937
414,-0.14626401,17.33677071,1,12,0.00186972,0.12616310,0.17125171,14224,14723,111.9242
415,-0.04852281,17.68454819,1,9,0.00267306,0.12553228,0.12470145,14233,14732,112.1357
416,-0.19161921,16.95784137,1,13,0.00487998,0.12490462,0.15176412,14246,14745,112.4101
417,0.18557411,16.93941027,1,13,0.00496226,0.12428010,0.15596716,14259,14758,113.1874
418,0.59362073,12.59257339,1,21,0.03276346,0.12365870,0.17026325,14280,14779,114.1537
419,-0.77102758,11.29743213,1,22,0.00497736,0.12304040,0.14773797,14302,14801,115.0898
420,0.55567174,13.29878322,1,21,0.00518718,0.12242520,0.14003360,14323,14822,115.7659
421,0.60378659,13.27060183,1,20,0.00690297,0.12181308,0.10902729,14343,14842,116.0075
422,0.65718775,11.29182872,1,23,0.00190724,0.12120401,0.13073572,14366,14865,116.3509
423,0.08406318,17.36820055,1,10,0.03865895,0.12059799,0.15575507,14376,14875,116.4395
424,0.62762801,13.03607461,1,20,0.01769474,0.11999500,0.14885022,14396,14895,116.6199
425,-0.50827933,14.02526673,1,20,0.00592508,0.11939503,0.16325920,14416,14915,116.7894
426,0.04706546,17.73451174,1,9,0.00326991,0.11879805,0.17200952,14425,14924,116.8543
427,0.47124839,14.73282959,1,19,0.02095949,0.11820406,0.16633110,14444,14943,116.9851
428,0.00812136,17.73287761,1,8,0.00423744,0.11761304,0.20926369,14452,14951,117.0502
429,-0.06196395,17.66870726,1,9,0.00184014,0.11702498,0.12031160,14461,14960,117.1194
430,-0.16259289,17.11337997,1,13,0.00413683,0.11643985,0.12214485,14474,14973,117.2214
431,0.06251899,17.71181282,1,9,0.00218704,0.11585765,0.11770257,14483,14982,117.2786
432,0.43327532,15.20614557,1,18,0.00767677,0.11527836,0.11012873,14501,15000,117.4173
433,0.47683551,14.87209036,1,18,0.00652263,0.11470197,0.18474910,14519,15018,117.5575
434,-0.70639864,12.16067981,1,22,0.01465497,0.11412846,0.15586124,14541,15040,117.7268
435,-0.73769545,8.13316645,1,28,0.01278393,0.11355782,0.14812223,14569,15068,117.9369
436,0.54356584,14.06918987,1,20,0.01487627,0.11299003,0.18062480,14589,15088,118.0920
437,-0.09298700,17.39092172,1,11,0.00639621,0.11242508,0.14031201,14600,15099,118.1668
438,-0.38705998,15.51911946,1,17,0.00677011,0.11186295,0.11630630,14617,15116,118.3067
439,0.38684454,15.40875519,1,17,0.00130965,0.11130364,0.20654379,14634,15133,118.4473
440,0.58647944,13.48209144,1,20,0.00957543,0.11074712,0.14687908,14654,15153,118.5808
441,0.36230077,15.21808912,1,18,0.00694021,0.11019339,0.17142566,14672,15171,118.7120
442,-0.62494849,13.04141124,1,21,0.00161607,0.10964242,0.15988609,14693,15192,118.8790
443,-0.70998480,11.39099879,1,24,0.00200056,0.10909421,0.17331869,14717,15216,119.0612
444,0.06476528,17.70556889,1,10,0.00192634,0.10854874,0.15579113,14727,15226,119.1503
445,0.48084529,14.89919874,1,19,0.00554772,0.10800599,0.15643654,14746,15245,119.2757
446,0.03139027,17.66832330,1,8,0.01003355,0.10746596,0.14420075,14754,15253,119.3288
447,-0.77877550,10.92312631,1,24,0.01055083,0.10692863,0.16202004,14778,15277,119.4809
448,0.21091024,16.98602742,1,14,0.00016444,0.10639399,0.12984275,14792,15291,119.5663
449,-0.32623442,15.96915248,1,18,0.01509096,0.10586202,0.15718653,14810,15309,119.6827
450,0.42343567,15.27986693,1,17,0.00213789,0.10533271,0.13380151,14827,15326,119.7945
451,0.14202301,17.17935975,1,13,0.03097781,0.10480605,0.17934800,14840,15339,119.9061
452,0.58481764,12.39852347,1,23,0.01178794,0.10428202,0.13972357,14863,15362,120.1157
453,0.63307801,13.19470162,1,21,0.00012706,0.10376061,0.17654788,14884,15383,120.2562
454,0.18266906,16.95285728,1,13,0.02396762,0.10324180,0.14626045,14897,15396,120.3559
455,0.68183527,12.30318255,1,21,0.00187977,0.10272559,0.19058572,14918,15417,120.4852
456,-0.05744996,17.75112448,1,9,0.01272736,0.10221197,0.17234300,14927,15426,120.5508
457,0.44388129,13.59577579,1,21,0.02319590,0.10170091,0.19492039,14948,15447,120.7164
458,0.70690762,11.79420484,1,23,0.00723267,0.10119240,0.18685782,14971,15470,120.8880
459,0.10678903,17.30972663,1,11,0.00941469,0.10068644,0.12321330,14982,15481,120.9524
460,0.79428217,11.03136404,1,23,0.00602773,0.10018301,0.17543648,15005,15504,121.1117
461,-0.57664853,13.74437723,1,19,0.00433526,0.09968209,0.15413295,15024,15523,121.2256
462,-0.14142702,17.36173943,1,12,0.00670671,0.09918368,0.13195810,15036,15535,121.2979
463,-0.77925035,10.41596460,1,24,0.00793469,0.09868776,0.15199347,15060,15559,121.4544
464,0.56067675,15.35826987,1,25,0.00501268,0.09819432,0.10922490,15085,15584,121.6237
465,-0.31830663,16.13323640,1,16,0.00516870,0.09770335,0.14921590,15101,15600,121.7357
466,-0.36966571,13.45234921,1,23,0.00020333,0.09721484,0.12940194,15124,15623,121.9033
467,0.55337230,13.95467100,1,21,0.00018285,0.09672876,0.12362381,15145,15644,122.0431
468,-0.19620719,16.93014132,1,13,0.01019090,0.09624512,0.16333202,15158,15657,122.1329
469,0.11534701,17.43010538,1,12,0.00692900,0.09576389,0.19813099,15170,15669,122.2265
470,0.71417433,11.75363439,1,22,0.00067502,0.09528507,0.17440658,15192,15691,122.4254
471,-0.51636147,13.87518485,1,20,0.00455071,0.09480865,0.17654502,15212,15711,122.5889
472,-0.18972479,17.07588806,1,13,0.01127930,0.09433460,0.15047012,15225,15724,122.6936
473,0.28317396,16.37320690,1,16,0.01209262,0.09386293,0.14131124,15241,15740,122.8600
474,0.25474218,16.36278715,1,15,0.00495854,0.09339362,0.16747761,15256,15755,123.0000
475,-0.67326002,12.56005324,1,22,0.00434511,0.09292665,0.15080886,15278,15777,123.1786
476,0.45037384,15.05296545,1,18,0.01144723,0.09246202,0.18592544,15296,15795,123.3159
477,-0.45497789,15.18333656,1,18,0.01101564,0.09199971,0.13986714,15314,15813,123.4768
478,-0.53883919,13.97918848,1,20,0.01604227,0.09153971,0.17798555,15334,15833,123.6058
479,-0.35821585,15.47806776,1,18,0.00438567,0.09108201,0.19877540,15352,15851,123.7541
480,0.46446670,14.79989609,1,18,0.00545216,0.09062660,0.15587526,15370,15869,123.8928
481,-0.78111441,11.16800743,1,23,0.00048837,0.09017346,0.14228079,15393,15892,124.0612
482,-0.78722655,10.12838370,1,26,0.00193076,0.08972260,0.15871803,15419,15918,124.2257
483,-0.63804092,11.63407560,1,23,0.00320342,0.08927398,0.15693795,15442,15941,124.5028
484,0.38862143,15.74018315,1,17,0.00150027,0.08882761,0.14112880,15459,15958,124.6734
485,-0.25734606,16.42012285,1,16,0.00413794,0.08838348,0.13924894,15475,15974,124.8650
486,0.02061248,17.70328441,1,8,0.00395626,0.08794156,0.07949003,15483,15982,124.9380
487,0.61038513,13.00668450,1,21,0.00422165,0.08750185,0.14649665,15504,16003,125.2931
488,-0.60591245,13.46290143,1,20,0.00117593,0.08706434,0.16424757,15524,16023,125.5539
489,0.20392663,16.95219666,1,14,0.01309748,0.08662902,0.19142390,15538,16037,125.6773
490,0.53642807,13.91218570,1,19,0.00155970,0.08619588,0.16403024,15557,16056,125.8134
491,-0.53554322,12.92432470,1,23,0.01363683,0.08576490,0.21632701,15580,16079,125.9727
492,0.10447504,17.47394134,1,11,0.01537293,0.08533607,0.15138460,15591,16090,126.0453
493,-0.02216699,17.71706707,1,8,0.01144190,0.08490939,0.14462510,15599,16098,126.0963
494,0.77378559,10.99530911,1,23,0.00834257,0.08448484,0.21166291,15622,16121,126.2590
495,-0.47252984,14.51932961,1,20,0.00973221,0.08406242,0.16339678,15642,16141,126.4221
496,-0.22852678,16.68152534,1,15,0.00319558,0.08364211,0.20202967,15657,16156,126.5252
497,0.04080522,17.74833716,1,8,0.00546345,0.08322390,0.10860421,15665,16164,126.5811
498,-0.77067201,10.88457474,1,24,0.00621466,0.08280778,0.15111093,15689,16188,126.7382
499,-0.38461121,15.74315160,1,17,0.00678269,0.08239374,0.13160840,15706,16205,126.8514
500,0.37476900,17.25453687,1,23,0.00758596,0.08198177,0.17430493,15729,16228,127.1378
501,0.76756921,11.25228404,1,22,0.01086363,0.08157186,0.19673940,15751,16250,127.6358
502,-0.05632021,17.59489432,1,9,0.00006963,0.08116400,0.23361788,15760,16259,127.8284
503,-0.27455280,16.33542140,1,16,0.00118795,0.08075818,0.17868521,15776,16275,128.2667
504,-0.47658868,14.84557349,1,19,0.00347723,0.08035439,0.15619837,15795,16294,128.7868
505,0.42315079,15.18633822,1,17,0.00356412,0.07995262,0.16752597,15812,16311,129.2427
506,-0.74464991,11.33199895,1,23,0.01047555,0.07955286,0.16912376,15835,16334,129.7663
507,-0.47627239,14.59486449,1,19,0.00722113,0.07915509,0.17745871,15854,16353,130.0156
508,-0.68245982,12.52432047,1,22,0.00263726,0.07875932,0.15755814,15876,16375,130.2120
509,-0.28454951,16.45036572,1,15,0.01242644,0.07836552,0.13422084,15891,16390,130.4224
510,0.74136308,11.55285457,1,22,0.02677053,0.07797369,0.18583561,15913,16412,130.6888
511,-0.60423381,13.40476502,1,19,0.00378439,0.07758382,0.17909362,15932,16431,130.9172
512,0.33516345,15.09051759,1,19,0.01076358,0.07719590,0.16304249,15951,16450,131.0527
513,0.78499128,11.18390864,1,22,0.01987824,0.07680993,0.14207331,15973,16472,131.2105
514,-0.45479392,15.10718902,1,18,0.00256250,0.07642588,0.17466652,15991,16490,131.3561
515,0.37217532,15.10798410,1,19,0.00536672,0.07604375,0.20716919,16010,16509,131.4810
516,0.50960232,13.53677110,1,21,0.00050007,0.07566353,0.15895677,16031,16530,131.6170
517,0.24451134,16.66583676,1,14,0.02248668,0.07528521,0.13553786,16045,16544,131.7150
518,0.52283333,14.15989815,1,19,0.01726557,0.07490878,0.18481660,16064,16563,131.8783
519,-0.03948386,17.80140049,1,8,0.00355635,0.07453424,0.15428493,16072,16571,131.9293
520,0.31969002,15.43946389,1,17,0.01176811,0.07416157,0.19979562,16089,16588,132.0449
521,0.23475860,16.74764634,1,14,0.00044332,0.07379076,0.13938779,16103,16602,132.1376
522,-0.50816293,14.39957743,1,18,0.00882501,0.07342181,0.14835689,16121,16620,132.2681
523,0.25873117,16.46538303,1,15,0.00244030,0.07305470,0.15611865,16136,16635,132.3831
524,-0.04148565,17.67562645,1,8,0.00687403,0.07268942,0.14623280,16144,16643,132.4422
525,0.75601410,10.34171659,1,24,0.00749804,0.07232598,0.14755803,16168,16667,132.5853
526,0.24455713,16.60217201,1,14,0.00409914,0.07196435,0.25538338,16182,16681,132.6779
527,0.40029287,15.45559728,1,17,0.00974375,0.07160453,0.16482913,16199,16698,132.7826
528,0.48356802,14.55719179,1,18,0.01976687,0.07124650,0.15950768,16217,16716,132.9090
529,0.35333453,15.78893413,1,16,0.02829662,0.07089027,0.14727092,16233,16732,133.0078
530,0.31378701,16.06444124,1,15,0.03425870,0.07053582,0.16572176,16248,16747,133.1058
531,0.16815688,16.89272061,1,13,0.00643743,0.07018314,0.15105765,16261,16760,133.2000
532,-0.54100742,14.17130185,1,20,0.00073348,0.06983222,0.20932000,16281,16780,133.3550
533,0.01785019,17.70454445,1,8,0.00671855,0.06948306,0.15936998,16289,16788,133.4190
534,-0.66176977,12.68759598,1,20,0.00795364,0.06913565,0.13214304,16309,16808,133.5529
535,0.49802200,14.13683089,1,20,0.01813528,0.06878997,0.15054853,16329,16828,133.6931
536,0.24438723,16.53667655,1,15,0.00189074,0.06844602,0.20229317,16344,16843,133.7834
537,-0.21677872,16.96670305,1,14,0.00829374,0.06810379,0.16431571,16358,16857,133.8794
538,-0.39678544,15.42389466,1,17,0.00591081,0.06776327,0.13872507,16375,16874,133.9815
539,-0.72816045,11.72050803,1,21,0.00197885,0.06742445,0.16866325,16396,16895,134.1147
540,0.10078366,17.37516252,1,11,0.01928565,0.06708733,0.15779573,16407,16906,134.1864
541,-0.42756318,15.10867107,1,17,0.00951937,0.06675190,0.16445348,16424,16923,134.3080
542,-0.68349167,11.65260602,1,23,0.00937670,0.06641814,0.17347494,16447,16946,134.4951
543,0.71104574,12.24877942,1,21,0.00903985,0.06608605,0.17264446,16468,16967,134.6866
544,-0.34730651,15.86666701,1,16,0.00140464,0.06575562,0.22349970,16484,16983,134.8213
545,-0.40569424,15.26162970,1,18,0.00054482,0.06542684,0.15703012,16502,17001,134.9814
546,-0.31646459,16.15695982,1,16,0.01054198,0.06509970,0.14798995,16518,17017,135.0795
547,0.79753232,10.79261745,1,23,0.01875400,0.06477420,0.14922282,16541,17040,135.2335
548,0.23788716,16.91672881,1,14,0.00294907,0.06445033,0.17473896,16555,17054,135.3399
549,0.32464324,15.98331776,1,16,0.00252306,0.06412808,0.13988099,16571,17070,135.4456
550,-0.31961537,16.14363043,1,16,0.00534732,0.06380744,0.18046453,16587,17086,135.5602
551,-0.67509491,12.59796594,1,21,0.00735538,0.06348840,0.17591238,16608,17107,135.7003
552,0.27521469,16.43658867,1,15,0.00300968,0.06317096,0.15393610,16623,17122,135.7966
553,-0.36877556,15.92450349,1,16,0.01678951,0.06285511,0.18660107,16639,17138,135.9074
554,0.14386107,17.28953770,1,12,0.00896282,0.06254083,0.20437583,16651,17150,135.9857
555,0.22450196,16.79977717,1,14,0.02090572,0.06222813,0.12637344,16665,17164,136.0863
556,0.40677010,15.23405173,1,18,0.03090188,0.06191699,0.14489579,16683,17182,136.2572
557,0.77174812,11.18917234,1,22,0.00699693,0.06160740,0.16359518,16705,17204,136.4576
558,0.32663012,16.05786148,1,16,0.01646867,0.06129936,0.12456185,16721,17220,136.6275
559,-0.45847747,14.11280963,1,20,0.00974289,0.06099287,0.15087114,16741,17240,136.7894
560,0.52073980,14.26625749,1,18,0.00492462,0.06068790,0.15481832,16759,17258,136.9105
561,-0.36576069,15.60181203,1,18,0.00867438,0.06038446,0.17219690,16777,17276,137.0222
562,-0.48284314,14.59005459,1,18,0.00427916,0.06008254,0.17936338,16795,17294,137.1469
563,-0.42878049,15.18003666,1,17,0.00946155,0.05978213,0.16278861,16812,17311,137.2807
564,-0.62360639,12.92402728,1,22,0.01227123,0.05948322,0.18854524,16834,17333,137.4654
565,0.43892979,15.16251812,1,18,0.01109279,0.05918580,0.19250487,16852,17351,137.6034
566,0.23162780,16.94523178,1,14,0.00100423,0.05888987,0.14916357,16866,17365,137.6958
567,0.02167988,17.73460177,1,8,0.00587089,0.05859542,0.19170887,16874,17373,137.7510
568,0.32987164,16.11936988,1,16,0.00847571,0.05830245,0.14897752,16890,17389,137.8579
569,-0.24057817,16.65442946,1,15,0.01412266,0.05801093,0.15865606,16905,17404,137.9459
570,0.34591425,15.90626033,1,17,0.02388796,0.05772088,0.14154167,16922,17421,138.0787
571,-0.54868197,13.92163792,1,19,0.00058514,0.05743228,0.19340497,16941,17440,138.2046
572,0.53187865,14.20437732,1,19,0.00797816,0.05714511,0.17509721,16960,17459,138.3242
573,-0.67520816,12.51398029,1,21,0.00888468,0.05685939,0.17280453,16981,17480,138.4911
574,0.78873314,10.39879581,1,24,0.00197865,0.05657509,0.16651503,17005,17504,138.6381
575,-0.16508568,16.98367117,1,13,0.00621613,0.05629222,0.15693926,17018,17517,138.7381
576,-0.77383842,11.02475135,1,23,0.00689895,0.05601076,0.14172062,17041,17540,138.9115
577,0.05714857,17.67661980,1,9,0.00400289,0.05573070,0.10983286,17050,17549,138.9973
578,-0.57169587,13.43830175,1,21,0.00801601,0.05545205,0.16438045,17071,17570,139.1850
579,0.67021322,12.55081883,1,21,0.00671878,0.05517479,0.15129443,17092,17591,139.3670
