episode,goal_angle,cumulative_reward,success,episode_length,final_absolute_error,epsilon,mean_loss,optimization_steps,replay_buffer_size,elapsed_seconds
290,-0.25601737,16.56421282,1,15,0.00466343,0.05000000,0.07982745,8381,8880,61.7714
291,-0.59183789,13.50891089,1,20,0.01036379,0.05000000,0.09498945,8401,8900,61.8885
292,0.67040292,12.50570035,1,21,0.00624515,0.05000000,0.08737792,8422,8921,62.0185
293,-0.08757687,17.64919953,1,10,0.00081552,0.05000000,0.06814473,8432,8931,62.0786
294,-0.27573874,16.49239964,1,15,0.00989628,0.05000000,0.07889757,8447,8946,62.1663
295,0.71118607,11.90741459,1,23,0.00073435,0.05000000,0.08076727,8470,8969,62.3084
296,-0.75401973,11.37873971,1,22,0.01680000,0.05000000,0.09047662,8492,8991,62.4716
297,0.40290645,15.44872933,1,17,0.00024275,0.05000000,0.10699527,8509,9008,62.5679
298,-0.33190022,16.16589130,1,17,0.00017430,0.05000000,0.10717446,8526,9025,62.6710
299,0.52541798,14.22378335,1,21,0.01440409,0.05000000,0.10783481,8547,9046,62.8204
300,0.17711574,16.98224097,1,14,0.00286028,0.05000000,0.08203461,8561,9060,62.9214
301,0.15860218,17.33195935,1,12,0.00474114,0.05000000,0.08905737,8573,9072,63.0048
302,0.45931096,15.01218537,1,18,0.00316972,0.05000000,0.08950491,8591,9090,63.1107
303,0.31811612,16.20154519,1,16,0.00709517,0.05000000,0.10348019,8607,9106,63.2172
304,0.23807159,16.50928267,1,16,0.00465363,0.05000000,0.08859669,8623,9122,63.3120
305,-0.42014549,15.38808022,1,17,0.01223196,0.05000000,0.08431921,8640,9139,63.4151
306,-0.35123521,16.01344976,1,16,0.00870323,0.05000000,0.08553525,8656,9155,63.5125
307,-0.46046545,14.29926093,1,20,0.00445384,0.05000000,0.06841040,8676,9175,63.6387
308,-0.22663800,17.00617922,1,14,0.00317725,0.05000000,0.08383721,8690,9189,63.7213
309,0.63516971,12.44820903,1,23,0.00063641,0.05000000,0.08758184,8713,9212,63.8592
310,0.23336023,16.92097771,1,14,0.00273667,0.05000000,0.06829085,8727,9226,63.9414
311,-0.35225736,15.94888872,1,16,0.01031547,0.05000000,0.07338280,8743,9242,64.0450
312,0.46160826,15.06668173,1,18,0.01049554,0.05000000,0.10752232,8761,9260,64.1505
313,0.19153406,16.96317838,1,13,0.00197780,0.05000000,0.11095207,8774,9273,64.2333
314,-0.46445710,15.06695927,1,19,0.00292657,0.05000000,0.10353029,8793,9292,64.3477
315,-0.35356866,15.96765865,1,17,0.00411936,0.05000000,0.08803513,8810,9309,64.4618
316,-0.35051783,15.63945991,1,18,0.00876826,0.05000000,0.11299557,8828,9327,64.5859
317,0.17131096,17.18286536,1,13,0.00712669,0.05000000,0.08323334,8841,9340,64.6690
318,-0.08806929,17.64427538,1,10,0.00130793,0.05000000,0.09697160,8851,9350,64.7276
319,0.68125332,11.46346050,1,24,0.00282652,0.05000000,0.11171583,8875,9374,64.8717
320,-0.18941250,16.92977353,1,13,0.02428193,0.05000000,0.08700267,8888,9387,64.9487
321,-0.57455756,13.66072251,1,19,0.00238542,0.05000000,0.10323038,8907,9406,65.0772
322,0.72088961,12.10068527,1,22,0.00010595,0.05000000,0.09101176,8929,9428,65.2312
323,-0.71256735,11.92531119,1,21,0.00504374,0.05000000,0.09403629,8950,9449,65.3565
324,0.41465174,15.38151348,1,18,0.00168866,0.05000000,0.10361416,8968,9467,65.4905
325,-0.57071300,12.84227032,1,22,0.00356966,0.05000000,0.10635257,8990,9489,65.6364
326,-0.20184103,17.09845986,1,14,0.00811642,0.05000000,0.10136183,9004,9503,65.7339
327,-0.27982814,16.47899506,1,15,0.00381037,0.05000000,0.10314286,9019,9518,65.8292
328,0.47718334,14.85911070,1,19,0.00597103,0.05000000,0.10662085,9038,9537,65.9451
329,0.52896968,14.28976793,1,19,0.00066524,0.05000000,0.11802352,9057,9556,66.0740
330,-0.27735178,16.36273356,1,15,0.00628932,0.05000000,0.11069682,9072,9571,66.1705
331,0.32119420,16.03883343,1,16,0.01526187,0.05000000,0.10224012,9088,9587,66.2749
332,0.70561005,10.67955194,1,23,0.01212899,0.05000000,0.09098389,9111,9610,66.4196
333,-0.60693358,13.36553560,1,21,0.00500774,0.05000000,0.08493837,9132,9631,66.5371
334,0.68804652,12.52479464,1,21,0.01351192,0.05000000,0.09694782,9153,9652,66.6655
335,-0.04213009,17.50362613,1,9,0.00819045,0.05000000,0.12330797,9162,9661,66.7216
336,-0.29517209,16.47616016,1,16,0.00606928,0.05000000,0.07931155,9178,9677,66.8643
337,0.10300160,17.51761879,1,11,0.00015027,0.05000000,0.10626860,9189,9688,66.9261
338,0.18897006,16.89005586,1,13,0.02967250,0.05000000,0.11399029,9202,9701,67.0081
339,-0.45197876,15.01847152,1,18,0.00043554,0.05000000,0.09588761,9220,9719,67.1103
340,0.49219010,14.80934740,1,18,0.00064457,0.05000000,0.09294373,9238,9737,67.2199
341,-0.37383454,15.68911818,1,17,0.00138929,0.05000000,0.10312401,9255,9754,67.3355
342,-0.73780666,11.67177915,1,21,0.01041000,0.05000000,0.13318894,9276,9775,67.4655
343,-0.08037565,17.74593048,1,10,0.00228237,0.05000000,0.11096976,9286,9785,67.5301
344,-0.28286715,16.52097024,1,15,0.00742764,0.05000000,0.11008184,9301,9800,67.6315
345,-0.42789325,15.23527486,1,17,0.00398689,0.05000000,0.11330928,9318,9817,67.7340
346,-0.23182093,16.94773004,1,14,0.00200568,0.05000000,0.10534151,9332,9831,67.8199
347,-0.49228599,14.55758747,1,19,0.01475038,0.05000000,0.10822394,9351,9850,67.9322
348,-0.78449309,10.96953869,1,22,0.00102680,0.05000000,0.10802298,9373,9872,68.0848
349,0.21513109,16.79577837,1,14,0.01041574,0.05000000,0.11708846,9387,9886,68.1913
350,-0.79212171,16.33102541,1,30,0.02481356,0.05000000,0.11428217,9417,9916,68.3895
351,-0.39741165,15.34880127,1,19,0.00740153,0.05000000,0.09996051,9436,9935,68.5028
352,-0.19132241,17.03947276,1,13,0.00385111,0.05000000,0.11321197,9449,9948,68.5745
353,0.47150749,14.36357904,1,20,0.01328658,0.05000000,0.10244265,9469,9968,68.7078
354,-0.68392929,12.37452365,1,22,0.01849759,0.05000000,0.10707803,9491,9990,68.8452
355,-0.18827862,17.03436480,1,14,0.00318407,0.05000000,0.11493248,9505,10004,68.9263
356,-0.11389543,17.43727442,1,11,0.00430766,0.05000000,0.09914016,9516,10015,68.9957
357,0.48922166,14.70022204,1,18,0.01281446,0.05000000,0.15396392,9534,10033,69.1180
358,0.29009765,16.52299865,1,16,0.00482208,0.05000000,0.09456515,9550,10049,69.2163
359,-0.48144190,14.81452564,1,18,0.00557433,0.05000000,0.10917906,9568,10067,69.3342
360,0.30940944,16.21474773,1,15,0.01130661,0.05000000,0.13890237,9583,10082,69.4344
361,-0.37631681,15.90666343,1,17,0.01072803,0.05000000,0.10574416,9600,10099,69.5609
362,-0.51582836,14.41539063,1,19,0.01483227,0.05000000,0.11338228,9619,10118,69.6691
363,-0.31535300,16.33537267,1,16,0.00692286,0.05000000,0.11511585,9635,10134,69.7695
364,0.62023487,13.13787711,1,19,0.01038653,0.05000000,0.09561841,9654,10153,69.8954
365,-0.68243710,11.98571860,1,22,0.00184468,0.05000000,0.12942142,9676,10175,70.0275
366,-0.54411899,13.34405105,1,22,0.01468779,0.05000000,0.11903926,9698,10197,70.1548
367,0.15844330,17.37305166,1,13,0.00237809,0.05000000,0.11157798,9711,10210,70.2520
368,-0.30359792,15.94559845,1,18,0.00716377,0.05000000,0.10430837,9729,10228,70.3578
369,-0.07026616,17.76561466,1,10,0.00782712,0.05000000,0.12369945,9739,10238,70.4164
370,-0.61262979,13.16203732,1,19,0.02117373,0.05000000,0.10620132,9758,10257,70.5333
371,0.32249646,15.97227909,1,16,0.03594119,0.05000000,0.09006109,9774,10273,70.6334
372,-0.72604724,12.01976710,1,22,0.00497625,0.05000000,0.09448512,9796,10295,70.7726
373,-0.08826435,17.64232472,1,10,0.00150300,0.05000000,0.09887371,9806,10305,70.8391
374,0.43093151,14.49879760,1,19,0.00251244,0.05000000,0.13486917,9825,10324,70.9644
375,-0.79641850,10.88573194,1,22,0.00178769,0.05000000,0.09924564,9847,10346,71.0870
376,0.72449439,13.25784469,1,27,0.00164319,0.05000000,0.11351230,9874,10373,71.2807
377,-0.28923658,16.50082630,1,15,0.00216528,0.05000000,0.12007331,9889,10388,71.3693
378,0.76046317,10.81788370,1,23,0.00342568,0.05000000,0.13021392,9912,10411,71.5405
379,0.44388281,15.16756175,1,18,0.00103679,0.05000000,0.09651592,9930,10429,71.6701
380,-0.50838526,14.44275843,1,18,0.00219382,0.05000000,0.09457293,9948,10447,71.7772
381,0.19018300,17.03207626,1,13,0.00071708,0.05000000,0.08434344,9961,10460,71.8652
382,0.15872367,20.10294861,1,16,0.00058685,0.05000000,0.09124139,9977,10476,71.9717
383,0.39109948,15.37468094,1,18,0.00479146,0.05000000,0.12943664,9995,10494,72.0848
384,-0.65792717,11.97563607,1,21,0.00210811,0.05000000,0.13718021,10016,10515,72.2369
385,0.06543099,17.79833300,1,10,0.00507257,0.05000000,0.14531505,10026,10525,72.3046
386,0.07390867,17.59703973,1,10,0.00183856,0.05000000,0.11477225,10036,10535,72.3883
387,0.22118462,19.48412623,1,17,0.00275883,0.05000000,0.09482129,10053,10552,72.5542
388,0.08327243,17.50584345,1,10,0.00192825,0.05000000,0.11540981,10063,10562,72.6583
389,0.39701568,15.48758884,1,17,0.01569821,0.05000000,0.11664090,10080,10579,72.8497
390,-0.70743870,12.26574952,1,22,0.00339657,0.05000000,0.12975532,10102,10601,73.0386
391,0.25330065,16.46238042,1,15,0.00005204,0.05000000,0.12257041,10117,10616,73.1513
392,-0.20838012,16.97317995,1,13,0.00393248,0.05000000,0.12319078,10130,10629,73.2686
393,-0.42793037,15.25727668,1,17,0.00720413,0.05000000,0.12069718,10147,10646,73.4552
394,0.42162193,15.36558411,1,17,0.00151412,0.05000000,0.11041802,10164,10663,73.6047
395,-0.39092030,15.23791685,1,18,0.00925919,0.05000000,0.09805383,10182,10681,73.7625
396,-0.40374163,15.36914335,1,18,0.00387187,0.05000000,0.11649768,10200,10699,73.9204
397,0.57449340,13.89341033,1,19,0.00431156,0.05000000,0.11942567,10219,10718,74.1336
398,0.75479163,11.52427322,1,22,0.02098049,0.05000000,0.10997444,10241,10740,74.2733
399,0.76182962,11.22887203,1,23,0.00225009,0.05000000,0.11215066,10264,10763,74.4079
400,-0.47189783,14.53207271,1,19,0.02632732,0.05000000,0.13104853,10283,10782,74.5186
401,-0.11358587,17.47321392,1,11,0.00405861,0.05000000,0.13004178,10294,10793,74.5926
402,-0.69546570,12.17166095,1,21,0.00250100,0.05000000,0.12440207,10315,10814,74.7132
403,0.51880655,14.31122597,1,19,0.00371998,0.05000000,0.14186241,10334,10833,74.8256
404,0.04061811,17.71062502,1,8,0.00226768,0.05000000,0.13812639,10342,10841,74.8967
405,0.36779957,15.78499685,1,17,0.00775480,0.05000000,0.12124490,10359,10858,75.0026
406,0.22269723,17.02275404,1,14,0.00792634,0.05000000,0.14294030,10373,10872,75.0796
407,-0.74815079,11.57701759,1,22,0.01175010,0.05000000,0.09653333,10395,10894,75.2111
408,0.62264884,13.14935902,1,21,0.00576175,0.05000000,0.13843083,10416,10915,75.3274
409,-0.01222444,17.74917829,1,8,0.00155710,0.05000000,0.13680725,10424,10923,75.3770
410,-0.15738460,17.32830018,1,13,0.00118870,0.05000000,0.12659838,10437,10936,75.4698
411,0.73539497,11.78121069,1,22,0.00009124,0.05000000,0.11375525,10459,10958,75.6062
412,-0.50367518,14.46129604,1,18,0.00673358,0.05000000,0.13487189,10477,10976,75.7393
413,-0.61935770,13.17239756,1,21,0.00278912,0.05000000,0.11636065,10498,10997,75.8875
414,-0.14626401,17.33360104,1,12,0.00066491,0.05000000,0.13228096,10510,11009,75.9737
415,-0.04852281,17.52597149,1,9,0.00301390,0.05000000,0.12326689,10519,11018,76.0267
416,-0.19161921,16.87323458,1,13,0.02092026,0.05000000,0.10016629,10532,11031,76.1038
417,0.18557411,16.78756061,1,14,0.01189778,0.05000000,0.12152119,10546,11045,76.1881
418,0.59362073,13.42767548,1,20,0.01671994,0.05000000,0.14113550,10566,11065,76.2982
419,-0.77102758,11.38829036,1,22,0.00877181,0.05000000,0.13451813,10588,11087,76.4322
420,0.55567174,14.08514954,1,20,0.00109512,0.05000000,0.12086447,10608,11107,76.5476
421,0.60378659,13.21542967,1,20,0.00032344,0.05000000,0.12667196,10628,11127,76.6595
422,0.65718775,12.25111169,1,21,0.00597114,0.05000000,0.12521326,10649,11148,76.7747
423,0.08406318,17.61861654,1,10,0.00471072,0.05000000,0.11358834,10659,11158,76.8675
424,0.62762801,12.92938245,1,21,0.00982678,0.05000000,0.11713015,10680,11179,76.9894
425,-0.50827933,14.44381776,1,18,0.00229975,0.05000000,0.10364490,10698,11197,77.1039
426,0.04706546,17.64658675,1,9,0.00248210,0.05000000,0.13982552,10707,11206,77.1591
427,0.47124839,14.95193727,1,19,0.00419632,0.05000000,0.14015721,10726,11225,77.2670
428,0.00812136,17.63737226,1,8,0.00152864,0.05000000,0.13272247,10734,11233,77.3149
429,-0.06196395,17.68225832,1,9,0.00118887,0.05000000,0.10680457,10743,11242,77.3711
430,-0.16259289,17.14144703,1,13,0.00231186,0.05000000,0.12604465,10756,11255,77.4500
431,0.06251899,17.50774135,1,9,0.00726308,0.05000000,0.09456701,10765,11264,77.5046
432,0.43327532,15.01679778,1,17,0.03909092,0.05000000,0.12942425,10782,11281,77.6124
433,0.47683551,14.80098050,1,19,0.01195738,0.05000000,0.13565101,10801,11300,77.7200
434,-0.70639864,12.27319505,1,22,0.00016830,0.05000000,0.11232923,10823,11322,77.8630
435,-0.73769545,11.74366726,1,21,0.02656967,0.05000000,0.11376126,10844,11343,78.0024
436,0.54356584,14.08550720,1,20,0.00288388,0.05000000,0.13019498,10864,11363,78.1155
437,-0.09298700,17.54308284,1,11,0.00079753,0.05000000,0.12283203,10875,11374,78.1955
438,-0.38705998,17.20578888,1,21,0.00095078,0.05000000,0.13672314,10896,11395,78.3130
439,0.38684454,15.67720908,1,17,0.02071836,0.05000000,0.14580809,10913,11412,78.4126
440,0.58647944,13.51213329,1,20,0.00237236,0.05000000,0.11765779,10933,11432,78.5499
441,0.36230077,15.79398153,1,16,0.00963245,0.05000000,0.13845964,10949,11448,78.6509
442,-0.62494849,12.89700919,1,22,0.00298325,0.05000000,0.12765465,10971,11470,78.7799
443,-0.70998480,12.26510156,1,22,0.00110097,0.05000000,0.12643251,10993,11492,78.9188
444,0.06476528,17.67031185,1,10,0.01838746,0.05000000,0.11927632,11003,11502,78.9779
445,0.48084529,13.68674642,1,21,0.00678513,0.05000000,0.14013012,11024,11523,79.1030
446,0.03139027,18.60404877,1,10,0.00711225,0.05000000,0.12886295,11034,11533,79.1695
447,-0.77877550,11.01230523,1,24,0.02508415,0.05000000,0.13794417,11058,11557,79.3238
448,0.21091024,16.82034510,1,13,0.01234023,0.05000000,0.11315014,11071,11570,79.4081
449,-0.32623442,16.08720386,1,15,0.00996941,0.05000000,0.12368787,11086,11585,79.5037
450,0.42343567,15.13781385,1,17,0.00356583,0.05000000,0.13955530,11103,11602,79.6068
451,0.14202301,17.18677433,1,13,0.00928170,0.05000000,0.14598547,11116,11615,79.6916
452,0.58481764,13.44572975,1,20,0.01569015,0.05000000,0.11267274,11136,11635,79.8555
453,0.63307801,13.23093308,1,20,0.00702910,0.05000000,0.11704574,11156,11655,79.9834
454,0.18266906,17.10554172,1,13,0.00358940,0.05000000,0.11999819,11169,11668,80.0539
455,0.68183527,12.26432140,1,23,0.00388766,0.05000000,0.14267462,11192,11691,80.2159
456,-0.05744996,17.67525146,1,9,0.00422594,0.05000000,0.11582335,11201,11700,80.2722
457,0.44388129,14.72629746,1,20,0.00547920,0.05000000,0.13636241,11221,11720,80.3914
458,0.70690762,12.22702770,1,21,0.00553658,0.05000000,0.09287666,11242,11741,80.5129
459,0.10678903,17.31711147,1,11,0.00986668,0.05000000,0.14494530,11253,11752,80.6259
460,0.79428217,11.04451075,1,22,0.01268155,0.05000000,0.13870842,11275,11774,80.7507
461,-0.57664853,13.67984186,1,19,0.00078586,0.05000000,0.12938430,11294,11793,80.8635
462,-0.14142702,17.34546762,1,12,0.00456016,0.05000000,0.13518414,11306,11805,80.9337
463,-0.77925035,11.23598068,1,22,0.00054904,0.05000000,0.11711112,11328,11827,81.0676
464,0.56067675,12.59549782,1,23,0.00360862,0.05000000,0.11856587,11351,11850,81.2160
465,-0.31830663,15.44802554,1,18,0.00634841,0.05000000,0.12684753,11369,11868,81.3276
466,-0.36966571,15.88756969,1,16,0.00249989,0.05000000,0.13950660,11385,11884,81.4309
467,0.55337230,14.00388647,1,19,0.00581801,0.05000000,0.13362297,11404,11903,81.5514
468,-0.19620719,16.93309148,1,13,0.00257140,0.05000000,0.13077551,11417,11916,81.6420
469,0.11534701,17.32183348,1,12,0.00058893,0.05000000,0.12604863,11429,11928,81.7188
470,0.71417433,18.10524566,1,32,0.00812350,0.05000000,0.12375194,11461,11960,81.9320
471,-0.51636147,14.31637341,1,19,0.00508309,0.05000000,0.13282623,11480,11979,82.1009
472,-0.18972479,16.80792399,1,14,0.01127242,0.05000000,0.13610578,11494,11993,82.1762
473,0.28317396,15.42441937,1,19,0.01665835,0.05000000,0.09789280,11513,12012,82.3026
474,0.25474218,16.54790104,1,14,0.00714784,0.05000000,0.13069224,11527,12026,82.4027
475,-0.67326002,12.44492969,1,21,0.01562587,0.05000000,0.13778369,11548,12047,82.5327
476,0.45037384,15.03833124,1,17,0.00449188,0.05000000,0.12905418,11565,12064,82.6732
477,-0.45497789,15.09543150,1,17,0.00505476,0.05000000,0.11133302,11582,12081,82.7799
478,-0.53883919,14.14534255,1,19,0.01022358,0.05000000,0.11697520,11601,12100,82.8944
479,-0.35821585,15.82292445,1,16,0.00733573,0.05000000,0.15477073,11617,12116,82.9870
480,0.46446670,14.20187443,1,20,0.01082628,0.05000000,0.12050338,11637,12136,83.1111
481,-0.78111441,11.03942684,1,22,0.00966861,0.05000000,0.11829737,11659,12158,83.2393
482,-0.78722655,10.97468917,1,22,0.00487439,0.05000000,0.12891796,11681,12180,83.3812
483,-0.63804092,12.99120261,1,20,0.00326645,0.05000000,0.10295714,11701,12200,83.5075
484,0.38862143,15.64623654,1,17,0.00710184,0.05000000,0.13735353,11718,12217,83.6324
485,-0.25734606,16.45716965,1,15,0.02066481,0.05000000,0.10176869,11733,12232,83.7263
486,0.02061248,17.71655082,1,8,0.01575289,0.05000000,0.11971066,11741,12240,83.8155
487,0.61038513,13.22823359,1,20,0.03053077,0.05000000,0.15595647,11761,12260,83.9408
488,-0.60591245,13.27594660,1,19,0.01970329,0.05000000,0.11369848,11780,12279,84.0817
489,0.20392663,16.90869247,1,14,0.01709490,0.05000000,0.12899306,11794,12293,84.1631
490,0.53642807,13.50889845,1,20,0.00428885,0.05000000,0.13975092,11814,12313,84.2986
491,-0.53554322,14.23099592,1,19,0.00700729,0.05000000,0.13652574,11833,12332,84.4298
492,0.10447504,17.34902829,1,11,0.00146812,0.05000000,0.15084944,11844,12343,84.5169
493,-0.02216699,17.56751995,1,8,0.00208683,0.05000000,0.14826740,11852,12351,84.5890
494,0.77378559,11.26018600,1,22,0.01451203,0.05000000,0.12629610,11874,12373,84.7383
495,-0.47252984,14.69086470,1,18,0.00104709,0.05000000,0.12705936,11892,12391,84.9447
496,-0.22852678,16.88072606,1,14,0.00670178,0.05000000,0.12681304,11906,12405,85.0481
497,0.04080522,17.46999219,1,8,0.01493656,0.05000000,0.14360362,11914,12413,85.1208
498,-0.77067201,11.27656103,1,22,0.01653574,0.05000000,0.13443030,11936,12435,85.2955
499,-0.38461121,15.60538118,1,16,0.00642629,0.05000000,0.11027071,11952,12451,85.3990
500,0.37476900,15.82022413,1,17,0.00607455,0.05000000,0.13924316,11969,12468,85.5557
501,0.76756921,11.28124077,1,23,0.00599790,0.05000000,0.15205935,11992,12491,85.7451
502,-0.05632021,17.67830949,1,9,0.00309619,0.05000000,0.12307902,12001,12500,85.8056
503,-0.27455280,15.35494571,1,19,0.00534474,0.05000000,0.11857973,12020,12519,85.9340
504,-0.47658868,14.62182784,1,17,0.01506121,0.05000000,0.12445617,12037,12536,86.0416
505,0.42315079,15.23753902,1,17,0.00941427,0.05000000,0.13838423,12054,12553,86.1377
506,-0.74464991,11.61265958,1,21,0.00318082,0.05000000,0.13562514,12075,12574,86.2784
507,-0.47627239,14.61122027,1,18,0.00087758,0.05000000,0.16118807,12093,12592,86.3894
508,-0.68245982,12.53526598,1,20,0.01420892,0.05000000,0.13518682,12113,12612,86.5144
509,-0.28454951,15.98913782,1,16,0.01211034,0.05000000,0.15868996,12129,12628,86.6063
510,0.74136308,11.34035162,1,23,0.00581077,0.05000000,0.13106306,12152,12651,86.7686
511,-0.60423381,13.47731828,1,19,0.01144709,0.05000000,0.12821231,12171,12670,86.9120
512,0.33516345,15.94956530,1,16,0.00191900,0.05000000,0.10267663,12187,12686,87.0202
513,0.78499128,10.70013247,1,23,0.00248316,0.05000000,0.11637053,12210,12709,87.1721
514,-0.45479392,15.06718615,1,17,0.00134538,0.05000000,0.15569758,12227,12726,87.2800
515,0.37217532,15.76237660,1,17,0.00251432,0.05000000,0.16523746,12244,12743,87.4223
516,0.50960232,14.42230200,1,19,0.00659554,0.05000000,0.11975602,12263,12762,87.6517
517,0.24451134,16.03716734,1,17,0.00453760,0.05000000,0.15646403,12280,12779,87.8095
518,0.52283333,14.40050950,1,19,0.01076744,0.05000000,0.11957397,12299,12798,87.9988
519,-0.03948386,17.54575622,1,8,0.00554423,0.05000000,0.15176101,12307,12806,88.0664
520,0.31969002,16.13344026,1,16,0.01175053,0.05000000,0.15232436,12323,12822,88.2210
521,0.23475860,16.80249658,1,14,0.00709757,0.05000000,0.12133673,12337,12836,88.3854
522,-0.50816293,14.41592751,1,18,0.01419321,0.05000000,0.14704671,12355,12854,88.7831
523,0.25873117,16.66546629,1,15,0.00711587,0.05000000,0.14374073,12370,12869,89.1121
524,-0.04148565,17.54575622,1,8,0.00754602,0.05000000,0.12266396,12378,12877,89.1942
525,0.75601410,11.52036629,1,22,0.01300403,0.05000000,0.16141919,12400,12899,89.3682
526,0.24455713,16.02474528,1,16,0.00881077,0.05000000,0.13948691,12416,12915,89.4736
527,0.40029287,15.38684602,1,18,0.00574065,0.05000000,0.12511098,12434,12933,89.6373
528,0.48356802,14.81981928,1,18,0.01464635,0.05000000,0.16273497,12452,12951,89.7935
529,0.35333453,15.49818018,1,18,0.01475675,0.05000000,0.14269135,12470,12969,89.9182
530,0.31378701,16.07970796,1,16,0.02582524,0.05000000,0.16387236,12486,12985,90.0192
531,0.16815688,17.03839182,1,13,0.00810037,0.05000000,0.15743840,12499,12998,90.1011
532,-0.54100742,14.00392943,1,19,0.00940945,0.05000000,0.13025401,12518,13017,90.2359
533,0.01785019,17.84229534,1,8,0.00308817,0.05000000,0.12053852,12526,13025,90.2898
534,-0.66176977,12.30009082,1,22,0.01279510,0.05000000,0.16608219,12548,13047,90.4356
535,0.49802200,14.46135654,1,19,0.00383332,0.05000000,0.14610831,12567,13066,90.5544
536,0.24438723,16.54152215,1,15,0.02090591,0.05000000,0.14874427,12582,13081,90.6581
537,-0.21677872,17.02017022,1,14,0.00045537,0.05000000,0.13967685,12596,13095,90.7484
538,-0.39678544,15.34770298,1,17,0.01728665,0.05000000,0.12395083,12613,13112,90.8578
539,-0.72816045,17.43196782,1,28,0.01630244,0.05000000,0.14367347,12641,13140,91.0479
540,0.10078366,17.31549029,1,11,0.01475042,0.05000000,0.17345113,12652,13151,91.1185
541,-0.42756318,15.31307823,1,17,0.02451896,0.05000000,0.14437022,12669,13168,91.2452
542,-0.68349167,12.50912792,1,22,0.00608437,0.05000000,0.15059369,12691,13190,91.3819
543,0.71104574,12.15304372,1,22,0.01705258,0.05000000,0.17662100,12713,13212,91.5106
544,-0.34730651,16.10627360,1,16,0.00947673,0.05000000,0.13000055,12729,13228,91.6281
545,-0.40569424,19.21152133,1,22,0.00231756,0.05000000,0.15359747,12751,13250,91.7616
546,-0.31646459,16.14712016,1,15,0.00794453,0.05000000,0.14647908,12766,13265,91.8512
547,0.79753232,11.06394321,1,22,0.01157123,0.05000000,0.14375961,12788,13287,91.9785
548,0.23788716,16.58818417,1,15,0.00860585,0.05000000,0.14516937,12803,13302,92.0726
549,0.32464324,16.09477469,1,16,0.01175608,0.05000000,0.13933455,12819,13318,92.1695
550,-0.31961537,16.05830332,1,17,0.01131415,0.05000000,0.14230556,12836,13335,92.2718
551,-0.67509491,12.27870402,1,21,0.00333417,0.05000000,0.14202537,12857,13356,92.4074
552,0.27521469,16.43306844,1,15,0.01582749,0.05000000,0.14997899,12872,13371,92.5042
553,-0.36877556,15.47401557,1,17,0.00350950,0.05000000,0.15708964,12889,13388,92.6302
554,0.14386107,17.45959939,1,12,0.00621588,0.05000000,0.12531461,12901,13400,92.7097
555,0.22450196,17.01192563,1,14,0.00612160,0.05000000,0.13935594,12915,13414,92.7925
556,0.40677010,15.42395332,1,17,0.00454768,0.05000000,0.15056641,12932,13431,92.9107
557,0.77174812,11.21156998,1,22,0.00436884,0.05000000,0.15368323,12954,13453,93.0546
558,0.32663012,16.06072581,1,16,0.01134272,0.05000000,0.17561018,12970,13469,93.1493
559,-0.45847747,14.82629324,1,18,0.01521048,0.05000000,0.16672704,12988,13487,93.2588
560,0.52073980,14.01248170,1,19,0.01664698,0.05000000,0.19469877,13007,13506,93.3938
561,-0.36576069,15.85550221,1,17,0.01384834,0.05000000,0.15343232,13024,13523,93.5220
562,-0.48284314,14.66986470,1,18,0.01944552,0.05000000,0.15830993,13042,13541,93.6567
563,-0.42878049,15.06923264,1,18,0.00606658,0.05000000,0.14609300,13060,13559,93.7633
564,-0.62360639,13.12342999,1,21,0.01958856,0.05000000,0.15245933,13081,13580,93.9019
565,0.43892979,15.21026926,1,18,0.01223947,0.05000000,0.12165076,13099,13598,94.0124
566,0.23162780,16.78357894,1,14,0.00419244,0.05000000,0.13929271,13113,13612,94.1209
567,0.02167988,17.85613106,1,8,0.00074152,0.05000000,0.18247571,13121,13620,94.1747
568,0.32987164,15.91098986,1,16,0.02576765,0.05000000,0.14301164,13137,13636,94.2763
569,-0.24057817,16.55181200,1,15,0.00117382,0.05000000,0.17071560,13152,13651,94.3672
570,0.34591425,15.99899036,1,16,0.00708249,0.05000000,0.17518682,13168,13667,94.4793
571,-0.54868197,14.02714093,1,21,0.00824475,0.05000000,0.17692480,13189,13688,94.6085
572,0.53187865,14.26866817,1,20,0.01015213,0.05000000,0.18922298,13209,13708,94.7306
573,-0.67520816,12.49009416,1,21,0.00571913,0.05000000,0.14986264,13230,13729,94.8591
574,0.78873314,9.74246340,1,27,0.02773520,0.05000000,0.14028690,13257,13756,95.0196
575,-0.16508568,17.15371028,1,13,0.00089346,0.05000000,0.15533673,13270,13769,95.0940
576,-0.77383842,11.19031568,1,23,0.02827559,0.05000000,0.13590721,13293,13792,95.2471
577,0.05714857,17.59553776,1,9,0.00106372,0.05000000,0.14765006,13302,13801,95.3055
578,-0.57169587,13.36856145,1,21,0.02714601,0.05000000,0.18696111,13323,13822,95.4390
579,0.67021322,12.65867100,1,21,0.00149725,0.05000000,0.11476445,13344,13843,95.5728
580,0.03189333,17.71747285,1,8,0.00511667,0.05000000,0.15660209,13352,13851,95.6291
581,-0.50336745,14.25208686,1,20,0.02387445,0.05000000,0.14243188,13372,13871,95.7626
582,-0.72607779,11.89236221,1,21,0.02601481,0.05000000,0.13698061,13393,13892,95.9337
